Model,Dataset,Image,Threshold,threshold_source,thin_definition,disk_diameter_px,optic_disc_source,tau_thin_px,thin_gt_pixels_proxy,thin_tp_pixels,thin_vessel_sensitivity_proxy,PredictionPath,GTPath
FRUnet,AFIO,IM001792,0.5,diagnostic_test_set_scan_equal_dataset_macro_F1,"TVS = |S_GT_thin intersect M_pred| / |S_GT_thin|; S_GT_thin uses skeletonize(GT), Dlocal=2*EDT(GT), tau=max(1 px, 0.018*DOD)",143.34,auto_detected,2.58012,165,32,0.19393939393939394,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\Models_output\FRUnet\test_data\AFIO\pred_masks\IM001792.png,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\config\test_data\AFIO\masks\IM001792.png
FRUnet,AFIO,IM001814,0.5,diagnostic_test_set_scan_equal_dataset_macro_F1,"TVS = |S_GT_thin intersect M_pred| / |S_GT_thin|; S_GT_thin uses skeletonize(GT), Dlocal=2*EDT(GT), tau=max(1 px, 0.018*DOD)",166.34,annotation_csv,2.9941199999999997,673,227,0.337295690936107,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\Models_output\FRUnet\test_data\AFIO\pred_masks\IM001814.png,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\config\test_data\AFIO\masks\IM001814.png
FRUnet,AFIO,IM001858,0.5,diagnostic_test_set_scan_equal_dataset_macro_F1,"TVS = |S_GT_thin intersect M_pred| / |S_GT_thin|; S_GT_thin uses skeletonize(GT), Dlocal=2*EDT(GT), tau=max(1 px, 0.018*DOD)",158.83,auto_detected,2.85894,1437,284,0.19763395963813501,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\Models_output\FRUnet\test_data\AFIO\pred_masks\IM001858.png,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\config\test_data\AFIO\masks\IM001858.png
FRUnet,AFIO,IM001859,0.5,diagnostic_test_set_scan_equal_dataset_macro_F1,"TVS = |S_GT_thin intersect M_pred| / |S_GT_thin|; S_GT_thin uses skeletonize(GT), Dlocal=2*EDT(GT), tau=max(1 px, 0.018*DOD)",151.65,auto_detected,2.7297,166,64,0.3855421686746988,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\Models_output\FRUnet\test_data\AFIO\pred_masks\IM001859.png,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\config\test_data\AFIO\masks\IM001859.png
FRUnet,AFIO,IM002094,0.5,diagnostic_test_set_scan_equal_dataset_macro_F1,"TVS = |S_GT_thin intersect M_pred| / |S_GT_thin|; S_GT_thin uses skeletonize(GT), Dlocal=2*EDT(GT), tau=max(1 px, 0.018*DOD)",156.0,auto_detected,2.808,14,12,0.8571428571428571,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\Models_output\FRUnet\test_data\AFIO\pred_masks\IM002094.png,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\config\test_data\AFIO\masks\IM002094.png
FRUnet,AFIO,IM002348,0.5,diagnostic_test_set_scan_equal_dataset_macro_F1,"TVS = |S_GT_thin intersect M_pred| / |S_GT_thin|; S_GT_thin uses skeletonize(GT), Dlocal=2*EDT(GT), tau=max(1 px, 0.018*DOD)",140.45,auto_detected,2.5281,16,7,0.4375,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\Models_output\FRUnet\test_data\AFIO\pred_masks\IM002348.png,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\config\test_data\AFIO\masks\IM002348.png
FRUnet,AFIO,IM002350,0.5,diagnostic_test_set_scan_equal_dataset_macro_F1,"TVS = |S_GT_thin intersect M_pred| / |S_GT_thin|; S_GT_thin uses skeletonize(GT), Dlocal=2*EDT(GT), tau=max(1 px, 0.018*DOD)",144.92,auto_detected,2.6085599999999998,88,12,0.13636363636363635,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\Models_output\FRUnet\test_data\AFIO\pred_masks\IM002350.png,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\config\test_data\AFIO\masks\IM002350.png
FRUnet,AFIO,IM002421,0.5,diagnostic_test_set_scan_equal_dataset_macro_F1,"TVS = |S_GT_thin intersect M_pred| / |S_GT_thin|; S_GT_thin uses skeletonize(GT), Dlocal=2*EDT(GT), tau=max(1 px, 0.018*DOD)",141.35,auto_detected,2.5443,45,25,0.5555555555555556,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\Models_output\FRUnet\test_data\AFIO\pred_masks\IM002421.png,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\config\test_data\AFIO\masks\IM002421.png
FRUnet,AFIO,IM002422,0.5,diagnostic_test_set_scan_equal_dataset_macro_F1,"TVS = |S_GT_thin intersect M_pred| / |S_GT_thin|; S_GT_thin uses skeletonize(GT), Dlocal=2*EDT(GT), tau=max(1 px, 0.018*DOD)",133.68,auto_detected,2.40624,49,34,0.6938775510204082,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\Models_output\FRUnet\test_data\AFIO\pred_masks\IM002422.png,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\config\test_data\AFIO\masks\IM002422.png
FRUnet,AFIO,IM002471,0.5,diagnostic_test_set_scan_equal_dataset_macro_F1,"TVS = |S_GT_thin intersect M_pred| / |S_GT_thin|; S_GT_thin uses skeletonize(GT), Dlocal=2*EDT(GT), tau=max(1 px, 0.018*DOD)",142.27,auto_detected,2.56086,10,5,0.5,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\Models_output\FRUnet\test_data\AFIO\pred_masks\IM002471.png,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\config\test_data\AFIO\masks\IM002471.png
FRUnet,AFIO,IM002587,0.5,diagnostic_test_set_scan_equal_dataset_macro_F1,"TVS = |S_GT_thin intersect M_pred| / |S_GT_thin|; S_GT_thin uses skeletonize(GT), Dlocal=2*EDT(GT), tau=max(1 px, 0.018*DOD)",149.54,auto_detected,2.6917199999999997,83,29,0.3493975903614458,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\Models_output\FRUnet\test_data\AFIO\pred_masks\IM002587.png,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\config\test_data\AFIO\masks\IM002587.png
FRUnet,AFIO,IM002649,0.5,diagnostic_test_set_scan_equal_dataset_macro_F1,"TVS = |S_GT_thin intersect M_pred| / |S_GT_thin|; S_GT_thin uses skeletonize(GT), Dlocal=2*EDT(GT), tau=max(1 px, 0.018*DOD)",151.98,auto_detected,2.7356399999999996,78,61,0.782051282051282,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\Models_output\FRUnet\test_data\AFIO\pred_masks\IM002649.png,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\config\test_data\AFIO\masks\IM002649.png
FRUnet,AFIO,IM002742,0.5,diagnostic_test_set_scan_equal_dataset_macro_F1,"TVS = |S_GT_thin intersect M_pred| / |S_GT_thin|; S_GT_thin uses skeletonize(GT), Dlocal=2*EDT(GT), tau=max(1 px, 0.018*DOD)",140.97,auto_detected,2.53746,6,4,0.6666666666666666,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\Models_output\FRUnet\test_data\AFIO\pred_masks\IM002742.png,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\config\test_data\AFIO\masks\IM002742.png
FRUnet,AFIO,IM002743,0.5,diagnostic_test_set_scan_equal_dataset_macro_F1,"TVS = |S_GT_thin intersect M_pred| / |S_GT_thin|; S_GT_thin uses skeletonize(GT), Dlocal=2*EDT(GT), tau=max(1 px, 0.018*DOD)",134.0,auto_detected,2.412,24,18,0.75,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\Models_output\FRUnet\test_data\AFIO\pred_masks\IM002743.png,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\config\test_data\AFIO\masks\IM002743.png
FRUnet,AFIO,IM003024,0.5,diagnostic_test_set_scan_equal_dataset_macro_F1,"TVS = |S_GT_thin intersect M_pred| / |S_GT_thin|; S_GT_thin uses skeletonize(GT), Dlocal=2*EDT(GT), tau=max(1 px, 0.018*DOD)",136.0,auto_detected,2.448,23,10,0.43478260869565216,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\Models_output\FRUnet\test_data\AFIO\pred_masks\IM003024.png,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\config\test_data\AFIO\masks\IM003024.png
FRUnet,AFIO,IM003537,0.5,diagnostic_test_set_scan_equal_dataset_macro_F1,"TVS = |S_GT_thin intersect M_pred| / |S_GT_thin|; S_GT_thin uses skeletonize(GT), Dlocal=2*EDT(GT), tau=max(1 px, 0.018*DOD)",132.0,auto_detected,2.376,39,29,0.7435897435897436,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\Models_output\FRUnet\test_data\AFIO\pred_masks\IM003537.png,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\config\test_data\AFIO\masks\IM003537.png
FRUnet,AFIO,IM003630,0.5,diagnostic_test_set_scan_equal_dataset_macro_F1,"TVS = |S_GT_thin intersect M_pred| / |S_GT_thin|; S_GT_thin uses skeletonize(GT), Dlocal=2*EDT(GT), tau=max(1 px, 0.018*DOD)",136.0,auto_detected,2.448,36,11,0.3055555555555556,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\Models_output\FRUnet\test_data\AFIO\pred_masks\IM003630.png,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\config\test_data\AFIO\masks\IM003630.png
FRUnet,AFIO,IM003631,0.5,diagnostic_test_set_scan_equal_dataset_macro_F1,"TVS = |S_GT_thin intersect M_pred| / |S_GT_thin|; S_GT_thin uses skeletonize(GT), Dlocal=2*EDT(GT), tau=max(1 px, 0.018*DOD)",142.22,auto_detected,2.55996,53,18,0.33962264150943394,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\Models_output\FRUnet\test_data\AFIO\pred_masks\IM003631.png,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\config\test_data\AFIO\masks\IM003631.png
FRUnet,AFIO,IM003705,0.5,diagnostic_test_set_scan_equal_dataset_macro_F1,"TVS = |S_GT_thin intersect M_pred| / |S_GT_thin|; S_GT_thin uses skeletonize(GT), Dlocal=2*EDT(GT), tau=max(1 px, 0.018*DOD)",173.07,auto_detected,3.1152599999999997,36,27,0.75,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\Models_output\FRUnet\test_data\AFIO\pred_masks\IM003705.png,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\config\test_data\AFIO\masks\IM003705.png
FRUnet,AFIO,IM004162,0.5,diagnostic_test_set_scan_equal_dataset_macro_F1,"TVS = |S_GT_thin intersect M_pred| / |S_GT_thin|; S_GT_thin uses skeletonize(GT), Dlocal=2*EDT(GT), tau=max(1 px, 0.018*DOD)",124.0,auto_detected,2.2319999999999998,14,7,0.5,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\Models_output\FRUnet\test_data\AFIO\pred_masks\IM004162.png,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\config\test_data\AFIO\masks\IM004162.png
FRUnet,AFIO,IM004163,0.5,diagnostic_test_set_scan_equal_dataset_macro_F1,"TVS = |S_GT_thin intersect M_pred| / |S_GT_thin|; S_GT_thin uses skeletonize(GT), Dlocal=2*EDT(GT), tau=max(1 px, 0.018*DOD)",140.12,auto_detected,2.52216,46,32,0.6956521739130435,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\Models_output\FRUnet\test_data\AFIO\pred_masks\IM004163.png,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\config\test_data\AFIO\masks\IM004163.png
FRUnet,AFIO,IM004455,0.5,diagnostic_test_set_scan_equal_dataset_macro_F1,"TVS = |S_GT_thin intersect M_pred| / |S_GT_thin|; S_GT_thin uses skeletonize(GT), Dlocal=2*EDT(GT), tau=max(1 px, 0.018*DOD)",136.0,auto_detected,2.448,20,18,0.9,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\Models_output\FRUnet\test_data\AFIO\pred_masks\IM004455.png,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\config\test_data\AFIO\masks\IM004455.png
FRUnet,AFIO,IM004512,0.5,diagnostic_test_set_scan_equal_dataset_macro_F1,"TVS = |S_GT_thin intersect M_pred| / |S_GT_thin|; S_GT_thin uses skeletonize(GT), Dlocal=2*EDT(GT), tau=max(1 px, 0.018*DOD)",152.53,auto_detected,2.7455399999999996,20,7,0.35,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\Models_output\FRUnet\test_data\AFIO\pred_masks\IM004512.png,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\config\test_data\AFIO\masks\IM004512.png
FRUnet,AFIO,IM004513,0.5,diagnostic_test_set_scan_equal_dataset_macro_F1,"TVS = |S_GT_thin intersect M_pred| / |S_GT_thin|; S_GT_thin uses skeletonize(GT), Dlocal=2*EDT(GT), tau=max(1 px, 0.018*DOD)",157.62,auto_detected,2.83716,35,16,0.45714285714285713,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\Models_output\FRUnet\test_data\AFIO\pred_masks\IM004513.png,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\config\test_data\AFIO\masks\IM004513.png
FRUnet,AFIO,IM004515,0.5,diagnostic_test_set_scan_equal_dataset_macro_F1,"TVS = |S_GT_thin intersect M_pred| / |S_GT_thin|; S_GT_thin uses skeletonize(GT), Dlocal=2*EDT(GT), tau=max(1 px, 0.018*DOD)",164.84,auto_detected,2.96712,22,8,0.36363636363636365,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\Models_output\FRUnet\test_data\AFIO\pred_masks\IM004515.png,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\config\test_data\AFIO\masks\IM004515.png
FRUnet,AFIO,IM004516,0.5,diagnostic_test_set_scan_equal_dataset_macro_F1,"TVS = |S_GT_thin intersect M_pred| / |S_GT_thin|; S_GT_thin uses skeletonize(GT), Dlocal=2*EDT(GT), tau=max(1 px, 0.018*DOD)",162.38,auto_detected,2.92284,17,2,0.11764705882352941,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\Models_output\FRUnet\test_data\AFIO\pred_masks\IM004516.png,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\config\test_data\AFIO\masks\IM004516.png
FRUnet,AFIO,IM004538,0.5,diagnostic_test_set_scan_equal_dataset_macro_F1,"TVS = |S_GT_thin intersect M_pred| / |S_GT_thin|; S_GT_thin uses skeletonize(GT), Dlocal=2*EDT(GT), tau=max(1 px, 0.018*DOD)",144.48,auto_detected,2.60064,29,15,0.5172413793103449,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\Models_output\FRUnet\test_data\AFIO\pred_masks\IM004538.png,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\config\test_data\AFIO\masks\IM004538.png
FRUnet,AFIO,IM004539,0.5,diagnostic_test_set_scan_equal_dataset_macro_F1,"TVS = |S_GT_thin intersect M_pred| / |S_GT_thin|; S_GT_thin uses skeletonize(GT), Dlocal=2*EDT(GT), tau=max(1 px, 0.018*DOD)",141.99,auto_detected,2.5558199999999998,14,9,0.6428571428571429,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\Models_output\FRUnet\test_data\AFIO\pred_masks\IM004539.png,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\config\test_data\AFIO\masks\IM004539.png
FRUnet,AFIO,IM004564,0.5,diagnostic_test_set_scan_equal_dataset_macro_F1,"TVS = |S_GT_thin intersect M_pred| / |S_GT_thin|; S_GT_thin uses skeletonize(GT), Dlocal=2*EDT(GT), tau=max(1 px, 0.018*DOD)",129.9,auto_detected,2.3382,27,24,0.8888888888888888,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\Models_output\FRUnet\test_data\AFIO\pred_masks\IM004564.png,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\config\test_data\AFIO\masks\IM004564.png
FRUnet,AFIO,IM004790,0.5,diagnostic_test_set_scan_equal_dataset_macro_F1,"TVS = |S_GT_thin intersect M_pred| / |S_GT_thin|; S_GT_thin uses skeletonize(GT), Dlocal=2*EDT(GT), tau=max(1 px, 0.018*DOD)",146.5,auto_detected,2.637,17,11,0.6470588235294118,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\Models_output\FRUnet\test_data\AFIO\pred_masks\IM004790.png,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\config\test_data\AFIO\masks\IM004790.png
FRUnet,AFIO,IM004993,0.5,diagnostic_test_set_scan_equal_dataset_macro_F1,"TVS = |S_GT_thin intersect M_pred| / |S_GT_thin|; S_GT_thin uses skeletonize(GT), Dlocal=2*EDT(GT), tau=max(1 px, 0.018*DOD)",139.9,auto_detected,2.5181999999999998,39,31,0.7948717948717948,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\Models_output\FRUnet\test_data\AFIO\pred_masks\IM004993.png,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\config\test_data\AFIO\masks\IM004993.png
FRUnet,AFIO,IM005024,0.5,diagnostic_test_set_scan_equal_dataset_macro_F1,"TVS = |S_GT_thin intersect M_pred| / |S_GT_thin|; S_GT_thin uses skeletonize(GT), Dlocal=2*EDT(GT), tau=max(1 px, 0.018*DOD)",156.88,auto_detected,2.8238399999999997,41,30,0.7317073170731707,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\Models_output\FRUnet\test_data\AFIO\pred_masks\IM005024.png,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\config\test_data\AFIO\masks\IM005024.png
FRUnet,AFIO,IM005025,0.5,diagnostic_test_set_scan_equal_dataset_macro_F1,"TVS = |S_GT_thin intersect M_pred| / |S_GT_thin|; S_GT_thin uses skeletonize(GT), Dlocal=2*EDT(GT), tau=max(1 px, 0.018*DOD)",150.29,auto_detected,2.7052199999999997,24,18,0.75,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\Models_output\FRUnet\test_data\AFIO\pred_masks\IM005025.png,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\config\test_data\AFIO\masks\IM005025.png
FRUnet,AFIO,IM005060,0.5,diagnostic_test_set_scan_equal_dataset_macro_F1,"TVS = |S_GT_thin intersect M_pred| / |S_GT_thin|; S_GT_thin uses skeletonize(GT), Dlocal=2*EDT(GT), tau=max(1 px, 0.018*DOD)",154.57,auto_detected,2.7822599999999995,32,24,0.75,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\Models_output\FRUnet\test_data\AFIO\pred_masks\IM005060.png,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\config\test_data\AFIO\masks\IM005060.png
FRUnet,AFIO,IM005092,0.5,diagnostic_test_set_scan_equal_dataset_macro_F1,"TVS = |S_GT_thin intersect M_pred| / |S_GT_thin|; S_GT_thin uses skeletonize(GT), Dlocal=2*EDT(GT), tau=max(1 px, 0.018*DOD)",160.35,auto_detected,2.8863,21,15,0.7142857142857143,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\Models_output\FRUnet\test_data\AFIO\pred_masks\IM005092.png,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\config\test_data\AFIO\masks\IM005092.png
FRUnet,AFIO,IM005093,0.5,diagnostic_test_set_scan_equal_dataset_macro_F1,"TVS = |S_GT_thin intersect M_pred| / |S_GT_thin|; S_GT_thin uses skeletonize(GT), Dlocal=2*EDT(GT), tau=max(1 px, 0.018*DOD)",150.01,auto_detected,2.7001799999999996,7,6,0.8571428571428571,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\Models_output\FRUnet\test_data\AFIO\pred_masks\IM005093.png,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\config\test_data\AFIO\masks\IM005093.png
FRUnet,AFIO,IM005132,0.5,diagnostic_test_set_scan_equal_dataset_macro_F1,"TVS = |S_GT_thin intersect M_pred| / |S_GT_thin|; S_GT_thin uses skeletonize(GT), Dlocal=2*EDT(GT), tau=max(1 px, 0.018*DOD)",137.87,auto_detected,2.4816599999999998,51,46,0.9019607843137255,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\Models_output\FRUnet\test_data\AFIO\pred_masks\IM005132.png,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\config\test_data\AFIO\masks\IM005132.png
FRUnet,AFIO,IM005133,0.5,diagnostic_test_set_scan_equal_dataset_macro_F1,"TVS = |S_GT_thin intersect M_pred| / |S_GT_thin|; S_GT_thin uses skeletonize(GT), Dlocal=2*EDT(GT), tau=max(1 px, 0.018*DOD)",145.1,auto_detected,2.6117999999999997,14,9,0.6428571428571429,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\Models_output\FRUnet\test_data\AFIO\pred_masks\IM005133.png,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\config\test_data\AFIO\masks\IM005133.png
FRUnet,AFIO,IM005190,0.5,diagnostic_test_set_scan_equal_dataset_macro_F1,"TVS = |S_GT_thin intersect M_pred| / |S_GT_thin|; S_GT_thin uses skeletonize(GT), Dlocal=2*EDT(GT), tau=max(1 px, 0.018*DOD)",157.31,auto_detected,2.8315799999999998,16,4,0.25,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\Models_output\FRUnet\test_data\AFIO\pred_masks\IM005190.png,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\config\test_data\AFIO\masks\IM005190.png
FRUnet,AFIO,IM005191,0.5,diagnostic_test_set_scan_equal_dataset_macro_F1,"TVS = |S_GT_thin intersect M_pred| / |S_GT_thin|; S_GT_thin uses skeletonize(GT), Dlocal=2*EDT(GT), tau=max(1 px, 0.018*DOD)",146.99,auto_detected,2.64582,20,12,0.6,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\Models_output\FRUnet\test_data\AFIO\pred_masks\IM005191.png,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\config\test_data\AFIO\masks\IM005191.png
FRUnet,AFIO,IM005249,0.5,diagnostic_test_set_scan_equal_dataset_macro_F1,"TVS = |S_GT_thin intersect M_pred| / |S_GT_thin|; S_GT_thin uses skeletonize(GT), Dlocal=2*EDT(GT), tau=max(1 px, 0.018*DOD)",154.95,auto_detected,2.7890999999999995,23,18,0.782608695652174,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\Models_output\FRUnet\test_data\AFIO\pred_masks\IM005249.png,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\config\test_data\AFIO\masks\IM005249.png
FRUnet,AFIO,IM005283,0.5,diagnostic_test_set_scan_equal_dataset_macro_F1,"TVS = |S_GT_thin intersect M_pred| / |S_GT_thin|; S_GT_thin uses skeletonize(GT), Dlocal=2*EDT(GT), tau=max(1 px, 0.018*DOD)",145.56,auto_detected,2.6200799999999997,12,5,0.4166666666666667,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\Models_output\FRUnet\test_data\AFIO\pred_masks\IM005283.png,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\config\test_data\AFIO\masks\IM005283.png
FRUnet,AFIO,IM005320,0.5,diagnostic_test_set_scan_equal_dataset_macro_F1,"TVS = |S_GT_thin intersect M_pred| / |S_GT_thin|; S_GT_thin uses skeletonize(GT), Dlocal=2*EDT(GT), tau=max(1 px, 0.018*DOD)",137.9,auto_detected,2.4821999999999997,14,10,0.7142857142857143,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\Models_output\FRUnet\test_data\AFIO\pred_masks\IM005320.png,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\config\test_data\AFIO\masks\IM005320.png
FRUnet,AFIO,IM005321,0.5,diagnostic_test_set_scan_equal_dataset_macro_F1,"TVS = |S_GT_thin intersect M_pred| / |S_GT_thin|; S_GT_thin uses skeletonize(GT), Dlocal=2*EDT(GT), tau=max(1 px, 0.018*DOD)",131.99,auto_detected,2.37582,8,4,0.5,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\Models_output\FRUnet\test_data\AFIO\pred_masks\IM005321.png,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\config\test_data\AFIO\masks\IM005321.png
FRUnet,AFIO,IM005357,0.5,diagnostic_test_set_scan_equal_dataset_macro_F1,"TVS = |S_GT_thin intersect M_pred| / |S_GT_thin|; S_GT_thin uses skeletonize(GT), Dlocal=2*EDT(GT), tau=max(1 px, 0.018*DOD)",156.0,auto_detected,2.808,24,19,0.7916666666666666,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\Models_output\FRUnet\test_data\AFIO\pred_masks\IM005357.png,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\config\test_data\AFIO\masks\IM005357.png
FRUnet,AFIO,IM005387,0.5,diagnostic_test_set_scan_equal_dataset_macro_F1,"TVS = |S_GT_thin intersect M_pred| / |S_GT_thin|; S_GT_thin uses skeletonize(GT), Dlocal=2*EDT(GT), tau=max(1 px, 0.018*DOD)",158.81,auto_detected,2.85858,30,18,0.6,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\Models_output\FRUnet\test_data\AFIO\pred_masks\IM005387.png,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\config\test_data\AFIO\masks\IM005387.png
FRUnet,AFIO,IM005456,0.5,diagnostic_test_set_scan_equal_dataset_macro_F1,"TVS = |S_GT_thin intersect M_pred| / |S_GT_thin|; S_GT_thin uses skeletonize(GT), Dlocal=2*EDT(GT), tau=max(1 px, 0.018*DOD)",157.26,auto_detected,2.8306799999999996,14,7,0.5,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\Models_output\FRUnet\test_data\AFIO\pred_masks\IM005456.png,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\config\test_data\AFIO\masks\IM005456.png
FRUnet,AFIO,IM005457,0.5,diagnostic_test_set_scan_equal_dataset_macro_F1,"TVS = |S_GT_thin intersect M_pred| / |S_GT_thin|; S_GT_thin uses skeletonize(GT), Dlocal=2*EDT(GT), tau=max(1 px, 0.018*DOD)",173.81,auto_detected,3.12858,17,16,0.9411764705882353,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\Models_output\FRUnet\test_data\AFIO\pred_masks\IM005457.png,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\config\test_data\AFIO\masks\IM005457.png
FRUnet,AFIO,IM005488,0.5,diagnostic_test_set_scan_equal_dataset_macro_F1,"TVS = |S_GT_thin intersect M_pred| / |S_GT_thin|; S_GT_thin uses skeletonize(GT), Dlocal=2*EDT(GT), tau=max(1 px, 0.018*DOD)",151.77,auto_detected,2.73186,36,13,0.3611111111111111,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\Models_output\FRUnet\test_data\AFIO\pred_masks\IM005488.png,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\config\test_data\AFIO\masks\IM005488.png
FRUnet,AFIO,IM005489,0.5,diagnostic_test_set_scan_equal_dataset_macro_F1,"TVS = |S_GT_thin intersect M_pred| / |S_GT_thin|; S_GT_thin uses skeletonize(GT), Dlocal=2*EDT(GT), tau=max(1 px, 0.018*DOD)",154.77,auto_detected,2.78586,69,55,0.7971014492753623,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\Models_output\FRUnet\test_data\AFIO\pred_masks\IM005489.png,D:\Retina\Retinal-Vessel-Segmentation-Benchmark-main\config\test_data\AFIO\masks\IM005489.png
